County,Year,Age, Female Population , Male Population , Total Population , Female Voters , Male Voters , Unknown Voters , Total Voters , Female Ballots , Male Ballots , Unknown Ballots , Total Ballots ,Female Registered Population,Male Registered Population,Total Registered Population,Female Pop Turnout,Male Pop Turnout,Total Pop Turnout,Female Voter Turnout, Male Voter Turnout ,Total Voter Turnout
San Juan,2010,0TOTAL," 6,830 "," 6,446 "," 13,276 "," 6,117 "," 5,517 ", 10 ," 11,644 "," 4,941 "," 4,422 ", 6 ," 9,369 ",89.6%,85.6%,87.7%,72.3%,68.6%,70.6%,80.8%,80.2%,80.5%
San Juan,2010,18-24, 345 , 381 , 726 , 343 , 321 , 1 , 665 , 158 , 131 , 1 , 290 ,99.4%,84.3%,91.6%,45.8%,34.4%,39.9%,46.1%,40.8%,43.6%
San Juan,2010,25-34, 649 , 608 ," 1,257 ", 484 , 418 ,, 902 , 252 , 212 ,, 464 ,74.6%,68.8%,71.8%,38.8%,34.9%,36.9%,52.1%,50.7%,51.4%
San Juan,2010,35-44, 795 , 776 ," 1,571 ", 611 , 530 , 3 ," 1,144 ", 440 , 356 ,, 796 ,76.9%,68.3%,72.8%,55.3%,45.9%,50.7%,72.0%,67.2%,69.6%
San Juan,2010,45-54," 1,337 "," 1,185 "," 2,522 "," 1,118 ", 894 , 3 ," 2,015 ", 889 , 713 , 2 ," 1,604 ",83.6%,75.4%,79.9%,66.5%,60.2%,63.6%,79.5%,79.8%,79.6%
San Juan,2010,55-64," 1,855 "," 1,688 "," 3,543 "," 1,747 "," 1,509 ", 1 ," 3,257 "," 1,541 "," 1,314 ", 1 ," 2,856 ",94.2%,89.4%,91.9%,83.1%,77.8%,80.6%,88.2%,87.1%,87.7%
San Juan,2010,65-," 1,849 "," 1,808 "," 3,657 "," 1,814 "," 1,845 ", 2 ," 3,661 "," 1,661 "," 1,696 ", 2 ," 3,359 ",98.1%,102.0%,100.1%,89.8%,93.8%,91.9%,91.6%,91.9%,91.8%
Skagit,2010,0TOTAL," 45,248 "," 43,916 "," 89,164 "," 34,005 "," 30,313 ", 2 ," 64,320 "," 25,724 "," 23,210 ", 1 ," 48,935 ",75.2%,69.0%,72.1%,56.9%,52.9%,54.9%,75.6%,76.6%,76.1%
Skagit,2010,18-24," 4,610 "," 4,992 "," 9,602 "," 2,628 "," 2,391 ",," 5,019 "," 1,149 "," 1,059 ",," 2,208 ",57.0%,47.9%,52.3%,24.9%,21.2%,23.0%,43.7%,44.3%,44.0%
Skagit,2010,25-34," 6,882 "," 7,222 "," 14,104 "," 4,234 "," 3,659 ",," 7,893 "," 2,215 "," 1,944 ",," 4,159 ",61.5%,50.7%,56.0%,32.2%,26.9%,29.5%,52.3%,53.1%,52.7%
Skagit,2010,35-44," 6,830 "," 6,998 "," 13,828 "," 4,527 "," 4,085 ", 1 ," 8,613 "," 2,972 "," 2,728 ",," 5,700 ",66.3%,58.4%,62.3%,43.5%,39.0%,41.2%,65.7%,66.8%,66.2%
Skagit,2010,45-54," 8,380 "," 8,131 "," 16,511 "," 6,369 "," 5,709 ",," 12,078 "," 4,998 "," 4,486 ",," 9,484 ",76.0%,70.2%,73.2%,59.6%,55.2%,57.4%,78.5%,78.6%,78.5%
Skagit,2010,55-64," 8,367 "," 7,876 "," 16,243 "," 7,350 "," 6,597 ", 1 ," 13,948 "," 6,456 "," 5,800 ", 1 ," 12,257 ",87.8%,83.8%,85.9%,77.2%,73.6%,75.5%,87.8%,87.9%,87.9%
Skagit,2010,65-," 10,179 "," 8,697 "," 18,876 "," 8,897 "," 7,872 ",," 16,769 "," 7,934 "," 7,193 ",," 15,127 ",87.4%,90.5%,88.8%,77.9%,82.7%,80.1%,89.2%,91.4%,90.2%
Skamania,2010,0TOTAL," 4,286 "," 4,322 "," 8,608 "," 3,330 "," 3,235 ", -   ," 6,565 "," 2,368 "," 2,299 ", -   ," 4,667 ",77.7%,74.8%,76.3%,55.2%,53.2%,54.2%,71.1%,71.1%,71.1%
Skamania,2010,18-24, 328 , 364 , 692 , 253 , 243 ,, 496 , 91 , 89 ,, 180 ,77.1%,66.8%,71.7%,27.7%,24.5%,26.0%,36.0%,36.6%,36.3%
Skamania,2010,25-34, 568 , 572 ," 1,140 ", 365 , 321 ,, 686 , 190 , 144 ,, 334 ,64.3%,56.1%,60.2%,33.5%,25.2%,29.3%,52.1%,44.9%,48.7%
Skamania,2010,35-44, 717 , 667 ," 1,384 ", 490 , 443 ,, 933 , 312 , 278 ,, 590 ,68.3%,66.4%,67.4%,43.5%,41.7%,42.6%,63.7%,62.8%,63.2%
Skamania,2010,45-54, 983 , 973 ," 1,956 ", 738 , 708 ,," 1,446 ", 533 , 497 ,," 1,030 ",75.1%,72.8%,73.9%,54.2%,51.1%,52.7%,72.2%,70.2%,71.2%
Skamania,2010,55-64, 880 , 960 ," 1,840 ", 801 , 800 ,," 1,601 ", 656 , 669 ,," 1,325 ",91.0%,83.3%,87.0%,74.5%,69.7%,72.0%,81.9%,83.6%,82.8%
Skamania,2010,65-, 810 , 786 ," 1,596 ", 683 , 720 ,," 1,403 ", 586 , 622 ,," 1,208 ",84.3%,91.6%,87.9%,72.3%,79.1%,75.7%,85.8%,86.4%,86.1%
Snohomish,2010,0TOTAL," 271,256 "," 267,912 "," 539,168 "," 195,479 "," 177,087 "," 4,354 "," 376,920 "," 139,765 "," 126,928 "," 2,664 "," 269,357 ",72.1%,66.1%,69.9%,51.5%,47.4%,50.0%,71.5%,71.7%,71.5%
Snohomish,2010,18-24," 29,942 "," 33,011 "," 62,953 "," 17,714 "," 16,702 ", 706 ," 35,122 "," 7,881 "," 7,427 ", 331 ," 15,639 ",59.2%,50.6%,55.8%,26.3%,22.5%,24.8%,44.5%,44.5%,44.5%
Snohomish,2010,25-34," 48,446 "," 50,757 "," 99,203 "," 29,713 "," 26,530 ", 930 ," 57,173 "," 15,672 "," 13,739 ", 465 ," 29,876 ",61.3%,52.3%,57.6%,32.3%,27.1%,30.1%,52.7%,51.8%,52.3%
Snohomish,2010,35-44," 51,303 "," 53,171 "," 104,474 "," 34,483 "," 31,476 ", 869 ," 66,828 "," 22,665 "," 20,743 ", 526 ," 43,934 ",67.2%,59.2%,64.0%,44.2%,39.0%,42.1%,65.7%,65.9%,65.7%
Snohomish,2010,45-54," 56,823 "," 57,588 "," 114,411 "," 43,382 "," 41,207 ", 800 ," 85,389 "," 33,215 "," 31,575 ", 538 ," 65,328 ",76.3%,71.6%,74.6%,58.5%,54.8%,57.1%,76.6%,76.6%,76.5%
Snohomish,2010,55-64," 43,160 "," 41,423 "," 84,583 "," 36,330 "," 33,819 ", 574 ," 70,723 "," 30,928 "," 28,958 ", 433 ," 60,319 ",84.2%,81.6%,83.6%,71.7%,69.9%,71.3%,85.1%,85.6%,85.3%
Snohomish,2010,65-," 41,582 "," 31,962 "," 73,544 "," 33,857 "," 27,353 ", 475 ," 61,685 "," 29,404 "," 24,486 ", 371 ," 54,261 ",81.4%,85.6%,83.9%,70.7%,76.6%,73.8%,86.8%,89.5%,88.0%
Spokane,2010,0TOTAL," 185,200 "," 176,519 "," 361,719 "," 139,436 "," 121,206 ", 698 ," 261,340 "," 98,740 "," 87,006 ", 386 ," 186,132 ",75.3%,68.7%,72.2%,53.3%,49.3%,51.5%,70.8%,71.8%,71.2%
Spokane,2010,18-24," 27,018 "," 26,746 "," 53,764 "," 12,922 "," 11,659 ", 185 ," 24,766 "," 5,170 "," 4,659 ", 69 ," 9,898 ",47.8%,43.6%,46.1%,19.1%,17.4%,18.4%,40.0%,40.0%,40.0%
Spokane,2010,25-34," 30,461 "," 31,836 "," 62,297 "," 21,463 "," 18,681 ", 157 ," 40,301 "," 10,474 "," 8,985 ", 68 ," 19,527 ",70.5%,58.7%,64.7%,34.4%,28.2%,31.3%,48.8%,48.1%,48.5%
Spokane,2010,35-44," 28,559 "," 29,184 "," 57,743 "," 21,633 "," 19,362 ", 108 ," 41,103 "," 13,624 "," 12,411 ", 57 ," 26,092 ",75.7%,66.3%,71.2%,47.7%,42.5%,45.2%,63.0%,64.1%,63.5%
Spokane,2010,45-54," 34,387 "," 33,438 "," 67,825 "," 27,309 "," 24,299 ", 106 ," 51,714 "," 20,984 "," 18,856 ", 75 ," 39,915 ",79.4%,72.7%,76.2%,61.0%,56.4%,58.8%,76.8%,77.6%,77.2%
Spokane,2010,55-64," 30,303 "," 28,818 "," 59,121 "," 26,755 "," 24,062 ", 65 ," 50,882 "," 22,836 "," 21,063 ", 53 ," 43,952 ",88.3%,83.5%,86.1%,75.4%,73.1%,74.3%,85.4%,87.5%,86.4%
Spokane,2010,65-," 34,472 "," 26,497 "," 60,969 "," 29,354 "," 23,143 ", 77 ," 52,574 "," 25,652 "," 21,032 ", 64 ," 46,748 ",85.2%,87.3%,86.2%,74.4%,79.4%,76.7%,87.4%,90.9%,88.9%
Stevens,2010,0TOTAL," 16,642 "," 16,394 "," 33,036 "," 13,751 "," 12,919 ", 192 ," 26,862 "," 10,231 "," 9,672 ", 142 ," 20,045 ",82.6%,78.8%,81.3%,61.5%,59.0%,60.7%,74.4%,74.9%,74.6%
Stevens,2010,18-24," 1,241 "," 1,454 "," 2,695 "," 1,109 "," 1,121 ", 22 ," 2,252 ", 469 , 446 , 11 , 926 ,89.4%,77.1%,83.6%,37.8%,30.7%,34.4%,42.3%,39.8%,41.1%
Stevens,2010,25-34," 1,936 "," 1,771 "," 3,707 "," 1,444 "," 1,299 ", 21 ," 2,764 ", 665 , 575 , 14 ," 1,254 ",74.6%,73.3%,74.6%,34.3%,32.5%,33.8%,46.1%,44.3%,45.4%
Stevens,2010,35-44," 2,472 "," 2,381 "," 4,853 "," 1,825 "," 1,605 ", 28 ," 3,458 "," 1,181 "," 1,021 ", 16 ," 2,218 ",73.8%,67.4%,71.3%,47.8%,42.9%,45.7%,64.7%,63.6%,64.1%
Stevens,2010,45-54," 3,604 "," 3,371 "," 6,975 "," 2,923 "," 2,551 ", 30 ," 5,504 "," 2,295 "," 1,968 ", 25 ," 4,288 ",81.1%,75.7%,78.9%,63.7%,58.4%,61.5%,78.5%,77.1%,77.9%
Stevens,2010,55-64," 3,618 "," 3,672 "," 7,290 "," 3,175 "," 3,072 ", 45 ," 6,292 "," 2,760 "," 2,673 ", 34 ," 5,467 ",87.8%,83.7%,86.3%,76.3%,72.8%,75.0%,86.9%,87.0%,86.9%
Stevens,2010,65-," 3,771 "," 3,745 "," 7,516 "," 3,275 "," 3,271 ", 46 ," 6,592 "," 2,861 "," 2,989 ", 42 ," 5,892 ",86.8%,87.3%,87.7%,75.9%,79.8%,78.4%,87.4%,91.4%,89.4%
Thurston,2010,0TOTAL," 101,263 "," 92,879 "," 194,142 "," 79,032 "," 68,790 "," 1,184 "," 149,006 "," 57,112 "," 49,410 ", 757 ," 107,279 ",78.0%,74.1%,76.8%,56.4%,53.2%,55.3%,72.3%,71.8%,72.0%
Thurston,2010,18-24," 11,533 "," 11,455 "," 22,988 "," 7,065 "," 6,461 ", 61 ," 13,587 "," 3,001 "," 2,603 ", 24 ," 5,628 ",61.3%,56.4%,59.1%,26.0%,22.7%,24.5%,42.5%,40.3%,41.4%
Thurston,2010,25-34," 17,211 "," 16,804 "," 34,015 "," 12,163 "," 10,616 ", 265 ," 23,044 "," 6,242 "," 5,168 ", 112 ," 11,522 ",70.7%,63.2%,67.7%,36.3%,30.8%,33.9%,51.3%,48.7%,50.0%
Thurston,2010,35-44," 16,706 "," 16,301 "," 33,007 "," 12,340 "," 11,206 ", 220 ," 23,766 "," 8,065 "," 7,244 ", 137 ," 15,446 ",73.9%,68.7%,72.0%,48.3%,44.4%,46.8%,65.4%,64.6%,65.0%
Thurston,2010,45-54," 19,312 "," 17,731 "," 37,043 "," 15,396 "," 13,329 ", 241 ," 28,966 "," 11,919 "," 10,240 ", 168 ," 22,327 ",79.7%,75.2%,78.2%,61.7%,57.8%,60.3%,77.4%,76.8%,77.1%
Thurston,2010,55-64," 18,219 "," 16,106 "," 34,325 "," 16,278 "," 13,903 ", 209 ," 30,390 "," 14,033 "," 12,123 ", 156 ," 26,312 ",89.3%,86.3%,88.5%,77.0%,75.3%,76.7%,86.2%,87.2%,86.6%
Thurston,2010,65-," 18,282 "," 14,482 "," 32,764 "," 15,790 "," 13,275 ", 188 ," 29,253 "," 13,852 "," 12,032 ", 160 ," 26,044 ",86.4%,91.7%,89.3%,75.8%,83.1%,79.5%,87.7%,90.6%,89.0%
Wahkiakum,2010,0TOTAL," 1,621 "," 1,623 "," 3,244 "," 1,344 "," 1,295 ", -   ," 2,639 "," 1,055 "," 1,031 ", -   ," 2,086 ",82.9%,79.8%,81.4%,65.1%,63.5%,64.3%,78.5%,79.6%,79.0%
Wahkiakum,2010,18-24, 75 , 96 , 171 , 66 , 93 ,, 159 , 28 , 44 ,, 72 ,88.0%,96.9%,93.0%,37.3%,45.8%,42.1%,42.4%,47.3%,45.3%
Wahkiakum,2010,25-34, 143 , 160 , 303 , 100 , 89 ,, 189 , 46 , 50 ,, 96 ,69.9%,55.6%,62.4%,32.2%,31.3%,31.7%,46.0%,56.2%,50.8%
Wahkiakum,2010,35-44, 194 , 190 , 384 , 149 , 133 ,, 282 , 99 , 85 ,, 184 ,76.8%,70.0%,73.4%,51.0%,44.7%,47.9%,66.4%,63.9%,65.2%
Wahkiakum,2010,45-54, 281 , 284 , 565 , 215 , 198 ,, 413 , 163 , 148 ,, 311 ,76.5%,69.7%,73.1%,58.0%,52.1%,55.0%,75.8%,74.7%,75.3%
Wahkiakum,2010,55-64, 416 , 390 , 806 , 358 , 328 ,, 686 , 313 , 289 ,, 602 ,86.1%,84.1%,85.1%,75.2%,74.1%,74.7%,87.4%,88.1%,87.8%
Wahkiakum,2010,65-, 512 , 503 ," 1,015 ", 456 , 454 ,, 910 , 406 , 415 ,, 821 ,89.1%,90.3%,89.7%,79.3%,82.5%,80.9%,89.0%,91.4%,90.2%
Walla Walla,2010,0TOTAL," 22,417 "," 23,124 "," 45,541 "," 15,849 "," 13,859 ", 65 ," 29,773 "," 11,463 "," 10,046 ", 41 ," 21,550 ",70.7%,59.9%,65.4%,51.1%,43.4%,47.3%,72.3%,72.5%,72.4%
Walla Walla,2010,18-24," 3,661 "," 4,099 "," 7,760 "," 1,342 "," 1,261 ", 10 ," 2,613 ", 555 , 488 , 3 ," 1,046 ",36.7%,30.8%,33.7%,15.2%,11.9%,13.5%,41.4%,38.7%,40.0%
Walla Walla,2010,25-34," 3,207 "," 4,107 "," 7,314 "," 2,210 "," 1,894 ", 17 ," 4,121 "," 1,064 ", 907 , 6 ," 1,977 ",68.9%,46.1%,56.3%,33.2%,22.1%,27.0%,48.1%,47.9%,48.0%
Walla Walla,2010,35-44," 3,178 "," 3,576 "," 6,754 "," 2,106 "," 1,892 ", 7 ," 4,005 "," 1,355 "," 1,215 ", 5 ," 2,575 ",66.3%,52.9%,59.3%,42.6%,34.0%,38.1%,64.3%,64.2%,64.3%
Walla Walla,2010,45-54," 3,866 "," 3,995 "," 7,861 "," 3,005 "," 2,643 ", 13 ," 5,661 "," 2,278 "," 1,979 ", 11 ," 4,268 ",77.7%,66.2%,72.0%,58.9%,49.5%,54.3%,75.8%,74.9%,75.4%
Walla Walla,2010,55-64," 3,527 "," 3,547 "," 7,074 "," 3,023 "," 2,914 ", 9 ," 5,946 "," 2,590 "," 2,511 ", 8 ," 5,109 ",85.7%,82.2%,84.1%,73.4%,70.8%,72.2%,85.7%,86.2%,85.9%
Walla Walla,2010,65-," 4,978 "," 3,800 "," 8,778 "," 4,163 "," 3,255 ", 9 ," 7,427 "," 3,621 "," 2,946 ", 8 ," 6,575 ",83.6%,85.7%,84.6%,72.7%,77.5%,74.9%,87.0%,90.5%,88.5%
Whatcom,2010,0TOTAL," 80,943 "," 77,992 "," 158,935 "," 60,933 "," 55,618 ", 10 ," 116,561 "," 45,269 "," 41,322 ", -   ," 86,591 ",75.3%,71.3%,73.3%,55.9%,53.0%,54.5%,74.3%,74.3%,74.3%
Whatcom,2010,18-24," 14,397 "," 14,241 "," 28,638 "," 6,659 "," 6,114 ", 4 ," 12,777 "," 3,243 "," 2,948 ",," 6,191 ",46.3%,42.9%,44.6%,22.5%,20.7%,21.6%,48.7%,48.2%,48.5%
Whatcom,2010,25-34," 12,727 "," 13,442 "," 26,169 "," 9,691 "," 8,865 ", 5 ," 18,561 "," 5,517 "," 4,968 ",," 10,485 ",76.1%,66.0%,70.9%,43.3%,37.0%,40.1%,56.9%,56.0%,56.5%
Whatcom,2010,35-44," 12,014 "," 11,981 "," 23,995 "," 9,063 "," 8,564 ",," 17,627 "," 6,296 "," 5,921 ",," 12,217 ",75.4%,71.5%,73.5%,52.4%,49.4%,50.9%,69.5%,69.1%,69.3%
Whatcom,2010,45-54," 13,869 "," 13,460 "," 27,329 "," 11,058 "," 10,074 ",," 21,132 "," 8,701 "," 7,874 ",," 16,575 ",79.7%,74.8%,77.3%,62.7%,58.5%,60.6%,78.7%,78.2%,78.4%
Whatcom,2010,55-64," 13,468 "," 12,696 "," 26,164 "," 11,966 "," 10,881 ", 1 ," 22,848 "," 10,466 "," 9,559 ",," 20,025 ",88.8%,85.7%,87.3%,77.7%,75.3%,76.5%,87.5%,87.9%,87.6%
Whatcom,2010,65-," 14,468 "," 12,172 "," 26,640 "," 12,496 "," 11,120 ",," 23,616 "," 11,046 "," 10,052 ",," 21,098 ",86.4%,91.4%,88.6%,76.3%,82.6%,79.2%,88.4%,90.4%,89.3%
Whitman,2010,0TOTAL," 18,759 "," 19,276 "," 38,035 "," 9,622 "," 9,127 ", 723 ," 19,472 "," 6,785 "," 6,448 ", 409 ," 13,642 ",51.3%,47.3%,51.2%,36.2%,33.5%,35.9%,70.5%,70.6%,70.1%
Whitman,2010,18-24," 7,832 "," 8,470 "," 16,302 "," 1,386 "," 1,358 ", 180 ," 2,924 ", 491 , 456 , 63 ," 1,010 ",17.7%,16.0%,17.9%,6.3%,5.4%,6.2%,35.4%,33.6%,34.5%
Whitman,2010,25-34," 2,826 "," 3,119 "," 5,945 "," 1,685 "," 1,688 ", 181 ," 3,554 ", 869 , 811 , 82 ," 1,762 ",59.6%,54.1%,59.8%,30.8%,26.0%,29.6%,51.6%,48.0%,49.6%
Whitman,2010,35-44," 1,831 "," 1,839 "," 3,670 "," 1,318 "," 1,210 ", 106 ," 2,634 ", 913 , 871 , 70 ," 1,854 ",72.0%,65.8%,71.8%,49.9%,47.4%,50.5%,69.3%,72.0%,70.4%
Whitman,2010,45-54," 2,136 "," 2,079 "," 4,215 "," 1,684 "," 1,559 ", 104 ," 3,347 "," 1,369 "," 1,280 ", 78 ," 2,727 ",78.8%,75.0%,79.4%,64.1%,61.6%,64.7%,81.3%,82.1%,81.5%
Whitman,2010,55-64," 1,824 "," 1,822 "," 3,646 "," 1,601 "," 1,594 ", 78 ," 3,273 "," 1,408 "," 1,450 ", 62 ," 2,920 ",87.8%,87.5%,89.8%,77.2%,79.6%,80.1%,87.9%,91.0%,89.2%
Whitman,2010,65-," 2,310 "," 1,947 "," 4,257 "," 1,948 "," 1,718 ", 74 ," 3,740 "," 1,735 "," 1,580 ", 54 ," 3,369 ",84.3%,88.2%,87.9%,75.1%,81.2%,79.1%,89.1%,92.0%,90.1%
Yakima,2010,0TOTAL," 85,408 "," 83,785 "," 169,193 "," 53,904 "," 45,779 ", 25 ," 99,708 "," 33,400 "," 29,688 ", 16 ," 63,104 ",63.1%,54.6%,58.9%,39.1%,35.4%,37.3%,62.0%,64.9%,63.3%
Yakima,2010,18-24," 11,479 "," 12,701 "," 24,180 "," 5,630 "," 4,867 ", 9 ," 10,506 "," 1,717 "," 1,589 ", 5 ," 3,311 ",49.0%,38.3%,43.4%,15.0%,12.5%,13.7%,30.5%,32.6%,31.5%
Yakima,2010,25-34," 15,907 "," 16,011 "," 31,918 "," 8,508 "," 6,800 ", 2 ," 15,310 "," 3,157 "," 2,737 ", 1 ," 5,895 ",53.5%,42.5%,48.0%,19.8%,17.1%,18.5%,37.1%,40.3%,38.5%
Yakima,2010,35-44," 14,586 "," 14,845 "," 29,431 "," 7,814 "," 6,655 ", 5 ," 14,474 "," 4,026 "," 3,583 ", 3 ," 7,612 ",53.6%,44.8%,49.2%,27.6%,24.1%,25.9%,51.5%,53.8%,52.6%
Yakima,2010,45-54," 15,040 "," 15,303 "," 30,343 "," 9,739 "," 8,660 ", 2 ," 18,401 "," 6,449 "," 5,981 ", 2 ," 12,432 ",64.8%,56.6%,60.6%,42.9%,39.1%,41.0%,66.2%,69.1%,67.6%
Yakima,2010,55-64," 12,842 "," 12,357 "," 25,199 "," 10,051 "," 8,836 ", 5 ," 18,892 "," 8,038 "," 7,213 ", 4 ," 15,255 ",78.3%,71.5%,75.0%,62.6%,58.4%,60.5%,80.0%,81.6%,80.7%
Yakima,2010,65-," 15,554 "," 12,568 "," 28,122 "," 12,162 "," 9,961 ", 2 ," 22,125 "," 10,013 "," 8,585 ", 1 ," 18,599 ",78.2%,79.3%,78.7%,64.4%,68.3%,66.1%,82.3%,86.2%,84.1%
zWashington State,2010,0TOTAL," 2,603,681 "," 2,539,505 "," 5,143,186 "," 1,895,635 "," 1,704,944 "," 9,220 "," 3,609,799 "," 1,338,850 "," 1,212,561 "," 5,616 "," 2,557,027 ",72.8%,67.1%,70.2%,51.4%,47.7%,49.7%,70.6%,71.1%,70.8%
zWashington State,2010,18-24," 315,040 "," 335,013 "," 650,053 "," 167,289 "," 153,876 "," 1,453 "," 322,618 "," 69,457 "," 63,182 ", 610 ," 133,249 ",53.1%,45.9%,49.6%,22.0%,18.9%,20.5%,41.5%,41.1%,41.3%
zWashington State,2010,25-34," 458,904 "," 474,877 "," 933,781 "," 292,980 "," 258,480 "," 1,990 "," 553,450 "," 147,702 "," 128,653 ", 926 ," 277,281 ",63.8%,54.4%,59.3%,32.2%,27.1%,29.7%,50.4%,49.8%,50.1%
zWashington State,2010,35-44," 448,868 "," 459,437 "," 908,305 "," 308,813 "," 283,322 "," 1,671 "," 593,806 "," 196,958 "," 181,820 ", 998 ," 379,776 ",68.8%,61.7%,65.4%,43.9%,39.6%,41.8%,63.8%,64.2%,64.0%
zWashington State,2010,45-54," 495,701 "," 492,504 "," 988,205 "," 378,885 "," 349,441 "," 1,596 "," 729,922 "," 285,017 "," 263,820 "," 1,100 "," 549,937 ",76.4%,71.0%,73.9%,57.5%,53.6%,55.7%,75.2%,75.5%,75.3%
zWashington State,2010,55-64," 427,466 "," 407,699 "," 835,165 "," 365,010 "," 335,824 "," 1,286 "," 702,120 "," 308,747 "," 286,029 ", 987 ," 595,763 ",85.4%,82.4%,84.1%,72.2%,70.2%,71.3%,84.6%,85.2%,84.9%
zWashington State,2010,65-," 457,702 "," 369,975 "," 827,677 "," 382,658 "," 324,001 "," 1,224 "," 707,883 "," 330,969 "," 289,057 ", 995 ," 621,021 ",83.6%,87.6%,85.5%,72.3%,78.1%,75.0%,86.5%,89.2%,87.7%
Adams,2009,0TOTAL," 5,978 "," 6,108 "," 12,086 "," 3,210 "," 2,870 ", -   ," 6,080 "," 1,641 "," 1,421 ",," 3,062 ",53.7%,47.0%,50.3%,27.5%,23.3%,25.3%,51.1%,49.5%,50.4%
Adams,2009,18-24, 886 ," 1,015 "," 1,901 ", 255 , 285 ,, 540 , 60 , 56 ,, 116 ,28.8%,28.1%,28.4%,6.8%,5.5%,6.1%,23.5%,19.6%,21.5%
Adams,2009,25-34," 1,222 "," 1,226 "," 2,448 ", 499 , 373 ,, 872 , 108 , 85 ,, 193 ,40.8%,30.4%,35.6%,8.8%,6.9%,7.9%,21.6%,22.8%,22.1%
Adams,2009,35-44," 1,047 "," 1,143 "," 2,190 ", 458 , 392 ,, 850 , 170 , 140 ,, 310 ,43.7%,34.3%,38.8%,16.2%,12.2%,14.2%,37.1%,35.7%,36.5%
Adams,2009,45-54," 1,033 "," 1,017 "," 2,050 ", 616 , 532 ,," 1,148 ", 330 , 256 ,, 586 ,59.6%,52.3%,56.0%,31.9%,25.2%,28.6%,53.6%,48.1%,51.0%
Adams,2009,55-64, 823 , 806 ," 1,629 ", 619 , 586 ,," 1,205 ", 409 , 381 ,, 790 ,75.2%,72.7%,74.0%,49.7%,47.3%,48.5%,66.1%,65.0%,65.6%
Adams,2009,65-, 967 , 901 ," 1,868 ", 763 , 702 ,," 1,465 ", 564 , 503 ,," 1,067 ",78.9%,77.9%,78.4%,58.3%,55.8%,57.1%,73.9%,71.7%,72.8%
Asotin,2009,0TOTAL," 8,808 "," 8,028 "," 16,836 "," 6,471 "," 5,488 ", 23 ," 11,982 "," 3,565 "," 3,037 ", 9 ," 6,611 ",73.5%,68.4%,71.2%,40.5%,37.8%,39.3%,55.1%,55.3%,55.2%
Asotin,2009,18-24, 920 , 880 ," 1,800 ", 403 , 380 , 4 , 787 , 70 , 76 , 1 , 147 ,43.8%,43.2%,43.7%,7.6%,8.6%,8.2%,17.4%,20.0%,18.7%
Asotin,2009,25-34," 1,241 "," 1,148 "," 2,389 ", 787 , 596 , 5 ," 1,388 ", 164 , 129 , 2 , 295 ,63.4%,51.9%,58.1%,13.2%,11.2%,12.3%,20.8%,21.6%,21.3%
Asotin,2009,35-44," 1,221 "," 1,153 "," 2,374 ", 833 , 746 , 3 ," 1,582 ", 282 , 242 ,, 524 ,68.2%,64.7%,66.6%,23.1%,21.0%,22.1%,33.9%,32.4%,33.1%
Asotin,2009,45-54," 1,690 "," 1,549 "," 3,239 "," 1,253 "," 1,030 ", 5 ," 2,288 ", 637 , 534 , 3 ," 1,174 ",74.1%,66.5%,70.6%,37.7%,34.5%,36.2%,50.8%,51.8%,51.3%
Asotin,2009,55-64," 1,543 "," 1,462 "," 3,005 "," 1,304 "," 1,153 ", 3 ," 2,460 ", 910 , 779 , 2 ," 1,691 ",84.5%,78.9%,81.9%,59.0%,53.3%,56.3%,69.8%,67.6%,68.7%
Asotin,2009,65-," 2,193 "," 1,836 "," 4,029 "," 1,891 "," 1,583 ", 3 ," 3,477 "," 1,502 "," 1,277 ", 1 ," 2,780 ",86.2%,86.2%,86.3%,68.5%,69.6%,69.0%,79.4%,80.7%,80.0%
Benton,2009,0TOTAL," 62,868 "," 61,655 "," 124,523 "," 45,134 "," 41,194 ", 299 ," 86,627 "," 6,214 "," 6,027 ", 25 ," 12,266 ",71.8%,66.8%,69.6%,9.9%,9.8%,9.9%,13.8%,14.6%,14.2%
Benton,2009,18-24," 7,829 "," 7,991 "," 15,820 "," 4,321 "," 3,880 ", 55 ," 8,256 ", 424 , 411 , 2 , 837 ,55.2%,48.6%,52.2%,5.4%,5.1%,5.3%,9.8%,10.6%,10.1%
Benton,2009,25-34," 10,949 "," 11,323 "," 22,272 "," 6,497 "," 5,733 ", 79 ," 12,309 ", 693 , 638 , 5 ," 1,336 ",59.3%,50.6%,55.3%,6.3%,5.6%,6.0%,10.7%,11.1%,10.9%
Benton,2009,35-44," 10,834 "," 10,908 "," 21,742 "," 7,082 "," 6,192 ", 50 ," 13,324 ", 868 , 831 , 7 ," 1,706 ",65.4%,56.8%,61.3%,8.0%,7.6%,7.8%,12.3%,13.4%,12.8%
Benton,2009,45-54," 12,499 "," 12,411 "," 24,910 "," 9,629 "," 8,958 ", 45 ," 18,632 "," 1,473 "," 1,470 ", 3 ," 2,946 ",77.0%,72.2%,74.8%,11.8%,11.8%,11.8%,15.3%,16.4%,15.8%
Benton,2009,55-64," 9,972 "," 10,184 "," 20,156 "," 8,570 "," 8,647 ", 26 ," 17,243 "," 1,450 "," 1,481 ", 2 ," 2,933 ",85.9%,84.9%,85.5%,14.5%,14.5%,14.6%,16.9%,17.1%,17.0%
